,ind,lon,lat,hs
1405,1405,70.500946,-67.500275,0.3060043102338067
1406,1406,71.497986,-67.500275,0.0
1407,1407,72.5005,-67.500275,0.0
1408,1408,73.49754,-67.500275,0.22386778932456444
1409,1409,74.50006,-67.500275,0.5186411171556591
1410,1410,75.50258,-67.500275,0.7176620340077708
1411,1411,76.49962,-67.500275,0.7406219624610267
1412,1412,77.50214,-67.500275,0.578611550354934
1413,1413,78.499176,-67.500275,0.4041773775891408
1414,1414,79.50169,-67.500275,0.2267943412676475
1415,1415,80.49873,-67.500275,0.11606570170269162
1416,1416,146.50056,-67.500275,0.26120230375848985
1417,1417,147.4976,-67.500275,0.319885626511829
1418,1418,148.50012,-67.500275,0.0
1419,1419,149.50264,-67.500275,0.0
1420,1420,150.49968,-67.500275,0.0
1421,1421,151.5022,-67.500275,0.0
1422,1422,152.49924,-67.500275,0.0
1423,1423,153.50175,-67.500275,0.0
1424,1424,154.4988,-67.500275,0.0
1425,1425,155.50131,-67.500275,0.0
1426,1426,156.49835,-67.500275,0.0
1427,1427,157.50087,-67.500275,0.0
1428,1428,158.49791,-67.500275,0.0
1429,1429,159.50043,-67.500275,0.0
1430,1430,160.49747,-67.500275,0.0
1431,1431,161.49998,-67.500275,0.0
1432,1432,162.5025,-67.500275,0.0
1433,1433,163.49954,-67.500275,0.0
1434,1434,164.50206,-67.500275,0.0
1435,1435,165.4991,-67.500275,0.0
1436,1436,166.50162,-67.500275,0.0
1437,1437,167.49866,-67.500275,0.0
1438,1438,168.50117,-67.500275,0.0
1439,1439,169.49821,-67.500275,0.0
1440,1440,170.50073,-67.500275,0.0
1441,1441,171.49777,-67.500275,0.0
1442,1442,172.50029,-67.500275,0.0
1443,1443,173.49733,-67.500275,0.0
1444,1444,174.49985,-67.500275,0.11606570170269162
1445,1445,175.50237,-67.500275,0.40948783131349803
1446,1446,176.4994,-67.500275,0.6117708276018221
1447,1447,177.50192,-67.500275,0.6954958987515251
1448,1448,178.49896,-67.500275,0.7555964820450198
1449,1449,179.50148,-67.500275,0.8416395525402082
1450,1450,180.49852,-67.500275,0.8990139474735066
1451,1451,181.50104,-67.500275,0.9886748608204675
1452,1452,182.49808,-67.500275,0.9996570458470774
1453,1453,183.5006,-67.500275,1.0543808456343595
1454,1454,184.49763,-67.500275,1.1197502645615458
1455,1455,185.50015,-67.500275,1.1508672147451526
1456,1456,186.50267,-67.500275,1.1866088539580393
1457,1457,187.49971,-67.500275,1.2343462283948587
1458,1458,188.50223,-67.500275,1.2956342441728732
1459,1459,189.49927,-67.500275,1.3421872311360226
1460,1460,190.50179,-67.500275,1.3704730472540936
1461,1461,191.49883,-67.500275,1.4225812878032134
1462,1462,192.50134,-67.500275,1.4223055298178564
1463,1463,193.49838,-67.500275,1.3996362600886185
1464,1464,194.5009,-67.500275,1.38413765563151
1465,1465,195.49794,-67.500275,1.4200473007546521
1466,1466,196.50046,-67.500275,1.4322380422866556
1467,1467,197.4975,-67.500275,1.4342309741804462
1468,1468,198.50002,-67.500275,1.49019564389695
1469,1469,199.50253,-67.500275,1.5166556824060966
1470,1470,200.49957,-67.500275,1.577321715457419
1471,1471,201.50209,-67.500275,1.6152950248698321
1472,1472,202.49913,-67.500275,1.6227784733683612
1473,1473,203.50165,-67.500275,1.6130696792829404
1474,1474,204.49869,-67.500275,1.6029087461813558
1475,1475,205.5012,-67.500275,1.571074741008183
1476,1476,206.49825,-67.500275,1.46573054622727
1477,1477,207.50076,-67.500275,1.474459121875682
1478,1478,208.4978,-67.500275,1.4922856480114102
1479,1479,209.50032,-67.500275,1.505682009768166
1480,1480,210.49736,-67.500275,1.5087333721844034
1481,1481,211.49988,-67.500275,1.50081272046087
1482,1482,212.5024,-67.500275,1.5031984626761452
1483,1483,213.49944,-67.500275,1.5216979789401095
1484,1484,214.50195,-67.500275,1.5607741313432908
1485,1485,215.499,-67.500275,1.5855131174915955
1486,1486,216.50151,-67.500275,1.592217383947899
1487,1487,217.49855,-67.500275,1.5922523685101218
1488,1488,218.50107,-67.500275,1.5179008453767895
1489,1489,219.49811,-67.500275,1.5484925204521716
1490,1490,220.50063,-67.500275,1.5253305471887966
1491,1491,221.49767,-67.500275,1.3868646086441772
1492,1492,222.50018,-67.500275,1.153839786801123
1493,1493,223.5027,-67.500275,1.153120747900194
1494,1494,224.49974,-67.500275,1.2548502466106588
1495,1495,225.50226,-67.500275,1.318136533093599
1496,1496,226.4993,-67.500275,1.381450817640837
1497,1497,227.50182,-67.500275,1.4353471197912144
1498,1498,228.49886,-67.500275,1.449349132317621
1499,1499,229.50137,-67.500275,1.4278394058825317
1500,1500,230.49841,-67.500275,1.375034500009631
1501,1501,231.50093,-67.500275,1.321045476878078
1502,1502,232.49797,-67.500275,1.2316669579368673
1503,1503,233.50049,-67.500275,1.1734926317061256
1504,1504,234.49753,-67.500275,1.105646875873408
1505,1505,235.50005,-67.500275,1.0332793324636933
1506,1506,236.50256,-67.500275,0.9565628349264085
1507,1507,237.4996,-67.500275,0.8812872233637732
1508,1508,238.50212,-67.500275,0.8077033575310172
1509,1509,239.49916,-67.500275,0.7870439510062004
1510,1510,240.50168,-67.500275,0.8317192401684477
1511,1511,241.49872,-67.500275,0.864771347976084
1512,1512,242.50124,-67.500275,0.8861504905705588
1513,1513,243.49828,-67.500275,0.8721744121736873
1514,1514,244.5008,-67.500275,0.9103430729636905
1515,1515,245.49783,-67.500275,0.9752255965657538
1516,1516,246.50035,-67.500275,0.9949608953816726
1517,1517,247.49739,-67.500275,1.1037395489271773
1518,1518,248.49991,-67.500275,1.13812051222584
1519,1519,249.50243,-67.500275,1.1256403960544121
1520,1520,250.49947,-67.500275,1.1053987429581387
1521,1521,251.50198,-67.500275,1.1356465744868571
1522,1522,252.49902,-67.500275,1.1756339383723127
1523,1523,253.50154,-67.500275,1.2072328661694538
1524,1524,254.49858,-67.500275,1.2450099901004754
1525,1525,255.5011,-67.500275,1.2904940478650517
1526,1526,256.49814,-67.500275,1.3221698680747285
1527,1527,257.50067,-67.500275,1.382363994748097
1528,1528,258.49768,-67.500275,1.4024277371021137
1529,1529,259.5002,-67.500275,1.4961670201631818
1530,1530,260.50275,-67.500275,1.5464720572260078
1531,1531,261.49976,-67.500275,1.6144944240076087
1532,1532,262.5023,-67.500275,1.6899040001490386
1533,1533,263.49933,-67.500275,1.733464101346286
1534,1534,264.50183,-67.500275,1.7826032592439947
1535,1535,265.4989,-67.500275,1.802466864671778
1536,1536,266.5014,-67.500275,1.8179054306946731
1537,1537,267.49844,-67.500275,1.855001333561961
1538,1538,268.50098,-67.500275,1.8503734348916734
1539,1539,269.498,-67.500275,1.867615218475694
1540,1540,270.50052,-67.500275,1.8684297815560662
1541,1541,271.49756,-67.500275,1.8756050393552617
1542,1542,272.50006,-67.500275,1.848302346153774
1543,1543,273.5026,-67.500275,1.8725901590003273
1544,1544,274.49963,-67.500275,1.822208232902001
1545,1545,275.50214,-67.500275,1.8227861187252132
1546,1546,276.4992,-67.500275,1.849170971391695
1547,1547,277.5017,-67.500275,1.8111068239147365
1548,1548,278.49875,-67.500275,1.7587940013814853
1549,1549,279.50128,-67.500275,1.7737298545740006
1550,1550,280.4983,-67.500275,1.7777661894129786
1551,1551,281.50082,-67.500275,1.823523683984623
1552,1552,282.49786,-67.500275,1.8633777545081966
1553,1553,283.50037,-67.500275,1.8498833248254296
1554,1554,284.49744,-67.500275,1.8859712099791965
1555,1555,285.49994,-67.500275,1.9397649511917083
1556,1556,286.50244,-67.500275,1.9667044927289399
1557,1557,287.4995,-67.500275,1.9920793340027467
1558,1558,288.502,-67.500275,1.8923015808773191
1559,1559,289.49905,-67.500275,2.1134775606732776
1560,1560,290.5016,-67.500275,2.093822174230024
1561,1561,299.50232,-67.500275,0.0
1562,1562,300.49936,-67.500275,0.0
1563,1563,301.5019,-67.500275,0.0
1564,1564,302.4989,-67.500275,0.0
1565,1565,303.50143,-67.500275,0.0
1566,1566,304.49847,-67.500275,0.0
1567,1567,305.50098,-67.500275,0.0
1568,1568,306.49805,-67.500275,0.0
1569,1569,307.50055,-67.500275,0.0
1570,1570,308.4976,-67.500275,0.0
1571,1571,309.50012,-67.500275,0.0
1572,1572,310.50262,-67.500275,0.0
1573,1573,311.49966,-67.500275,0.0
1574,1574,312.5022,-67.500275,0.0
1575,1575,313.4992,-67.500275,0.0
1576,1576,314.50174,-67.500275,0.0
1577,1577,315.49878,-67.500275,0.0
1578,1578,316.50128,-67.500275,0.0
1579,1579,317.49835,-67.500275,0.0
1580,1580,318.50085,-67.500275,0.0
1581,1581,319.4979,-67.500275,0.0
1582,1582,320.50043,-67.500275,0.0
1583,1583,321.49744,-67.500275,0.0
1584,1584,322.49997,-67.500275,0.0
1585,1585,323.5025,-67.500275,0.0
1586,1586,324.4995,-67.500275,0.0
1587,1587,325.50204,-67.500275,0.0
1588,1588,326.49908,-67.500275,0.0
1589,1589,327.5016,-67.500275,0.0
1590,1590,328.49866,-67.500275,0.0
1591,1591,329.50116,-67.500275,0.0
1592,1592,330.4982,-67.500275,0.0
1593,1593,331.50073,-67.500275,0.0
1594,1594,332.49774,-67.500275,0.0
1595,1595,333.50027,-67.500275,0.0
1596,1596,334.4973,-67.500275,0.0
1597,1597,335.49982,-67.500275,0.0
1598,1598,336.50235,-67.500275,0.0
1599,1599,337.4994,-67.500275,0.0
1600,1600,338.5019,-67.500275,0.0
1601,1601,339.49896,-67.500275,0.0
1602,1602,340.50146,-67.500275,0.0
1603,1603,341.4985,-67.500275,0.0
1604,1604,342.50104,-67.500275,0.0
1605,1605,343.49805,-67.500275,0.0
1606,1606,344.50058,-67.500275,0.0
1607,1607,345.49762,-67.500275,0.760376698171641
1608,1608,346.50012,-67.500275,0.0
1609,1609,347.50266,-67.500275,0.0
1610,1610,348.4997,-67.500275,0.0
1611,1611,349.5022,-67.500275,0.0
1612,1612,350.49927,-67.500275,0.0
1613,1613,351.50177,-67.500275,0.0
1614,1614,352.4988,-67.500275,0.0
1615,1615,353.50134,-67.500275,0.0
1616,1616,354.49835,-67.500275,0.0
1617,1617,355.5009,-67.500275,0.0
1618,1618,356.49792,-67.500275,0.0
1619,1619,357.50043,-67.500275,0.0
1620,1620,358.4975,-67.500275,0.0
1621,1621,359.5,-67.500275,0.32714529200543396
1622,1622,0.5,-66.49977,0.5877217243677454
1623,1623,1.5025177,-66.49977,0.6191447169585989
1624,1624,2.4995575,-66.49977,0.6421900992750027
1625,1625,3.5020752,-66.49977,0.6890851074527196
1626,1626,4.499115,-66.49977,0.7538295401992774
1627,1627,5.5016327,-66.49977,0.8515602235118933
1628,1628,6.4986725,-66.49977,0.9511783877188583
1629,1629,7.50119,-66.49977,1.0090141506928636
1630,1630,8.49823,-66.49977,0.9589767331316218
1631,1631,9.500748,-66.49977,0.7985550524127897
1632,1632,10.497787,-66.49977,1.0074144330381751
1633,1633,11.500305,-66.49977,1.443490880482708
1634,1634,12.497345,-66.49977,1.6120059014256753
1635,1635,13.499863,-66.49977,1.8514284669571999
1636,1636,14.50238,-66.49977,2.0525145445974817
1637,1637,15.49942,-66.49977,2.1505675055932207
1638,1638,16.501938,-66.49977,2.257756716844173
1639,1639,17.498978,-66.49977,2.339752815775002
1640,1640,18.501495,-66.49977,2.3509665257888575
1641,1641,19.498535,-66.49977,2.4317997919860908
1642,1642,20.501053,-66.49977,2.4739101434624793
1643,1643,21.498093,-66.49977,2.4932928844501876
1644,1644,22.50061,-66.49977,2.484295803424931
1645,1645,23.49765,-66.49977,2.511168497161731
1646,1646,24.500168,-66.49977,2.559319181910802
1647,1647,25.502686,-66.49977,2.5538162537262368
1648,1648,26.499725,-66.49977,2.513576602747419
1649,1649,27.502243,-66.49977,2.48388826943712
1650,1650,28.499283,-66.49977,2.4015615833915107
1651,1651,29.5018,-66.49977,2.3506939693446025
1652,1652,30.49884,-66.49977,2.275095068476622
1653,1653,31.501358,-66.49977,2.1806524951824824
1654,1654,32.498398,-66.49977,2.0350447850237026
1655,1655,33.500916,-66.49977,2.0142983247327853
1656,1656,34.497955,-66.49977,1.9961357451688084
1657,1657,35.500473,-66.49977,2.0212513122087707
1658,1658,36.497513,-66.49977,1.9642270467137397
1659,1659,37.50003,-66.49977,1.953925815310217
1660,1660,38.50255,-66.49977,1.9914670031162076
1661,1661,39.499588,-66.49977,1.997019392685103
1662,1662,40.502106,-66.49977,2.0295644744409973
1663,1663,41.499146,-66.49977,1.87379045556784
1664,1664,42.501663,-66.49977,1.7674004868062816
1665,1665,43.498703,-66.49977,1.7935629703830869
1666,1666,44.50122,-66.49977,1.7655398489860963
1667,1667,45.49826,-66.49977,0.7128556598882294
1668,1668,46.50078,-66.49977,0.0
1669,1669,47.497818,-66.49977,0.0
1670,1670,48.500336,-66.49977,0.0
1671,1671,49.497375,-66.49977,0.33986348267520716
1672,1672,57.501083,-66.49977,0.0
1673,1673,58.498123,-66.49977,0.0
1674,1674,59.50064,-66.49977,0.622633913161164
1675,1675,60.49768,-66.49977,0.6476183048784855
1676,1676,61.5002,-66.49977,0.6448651451870426
1677,1677,62.502716,-66.49977,0.6741263134563161
1678,1678,63.499756,-66.49977,0.68559680749808
1679,1679,64.50227,-66.49977,0.6724426078204303
1680,1680,65.49931,-66.49977,0.7293327378171404
1681,1681,66.50183,-66.49977,0.7239450296198068
1682,1682,67.49887,-66.49977,0.7034405524725571
1683,1683,68.50139,-66.49977,0.5590942551440506
1684,1684,69.49843,-66.49977,0.42178162429366767
1685,1685,70.500946,-66.49977,0.0
1686,1686,71.497986,-66.49977,0.0
1687,1687,72.5005,-66.49977,0.0
1688,1688,73.49754,-66.49977,0.0
1689,1689,74.50006,-66.49977,0.25476836605584363
1690,1690,75.50258,-66.49977,0.30974794069389705
1691,1691,76.49962,-66.49977,0.35645808440345556
1692,1692,77.50214,-66.49977,0.2847321734757958
1693,1693,78.499176,-66.49977,0.16036781664508962
1694,1694,79.50169,-66.49977,0.0
1695,1695,80.49873,-66.49977,0.0
1696,1696,81.50125,-66.49977,0.0
1697,1697,82.49829,-66.49977,0.11606570170269162
1698,1698,83.50081,-66.49977,0.5465187378302371
1699,1699,84.49785,-66.49977,0.5489735463296308
1700,1700,88.50244,-66.49977,0.0
1701,1701,89.49948,-66.49977,0.0
1702,1702,90.502,-66.49977,0.5214166881727433
1703,1703,91.49904,-66.49977,0.7692645377653129
1704,1704,92.50156,-66.49977,0.9107146312195485
1705,1705,93.4986,-66.49977,0.8686566393304743
1706,1706,94.501114,-66.49977,0.8025019488830437
1707,1707,107.50098,-66.49977,1.9350029306318672
1708,1708,108.49802,-66.49977,1.6969827376038866
1709,1709,109.500534,-66.49977,1.0860961032766627
1710,1710,110.497574,-66.49977,0.5343411135265307
1711,1711,115.49921,-66.49977,0.0
1712,1712,116.501724,-66.49977,0.0
1713,1713,117.498764,-66.49977,0.0
1714,1714,118.50128,-66.49977,0.0
1715,1715,119.49832,-66.49977,0.0
1716,1716,120.50084,-66.49977,0.4622643756122268
1717,1717,121.49788,-66.49977,0.0
1718,1718,122.5004,-66.49977,0.0
1719,1719,123.49744,-66.49977,0.0
1720,1720,124.499954,-66.49977,0.0
1721,1721,127.50203,-66.49977,0.0
1722,1722,128.49907,-66.49977,0.0
1723,1723,129.50159,-66.49977,0.0
1724,1724,138.50233,-66.49977,0.0
1725,1725,139.49937,-66.49977,0.0
1726,1726,140.50189,-66.49977,0.0
1727,1727,141.49893,-66.49977,0.0
1728,1728,142.50145,-66.49977,0.0
1729,1729,143.49849,-66.49977,0.0
1730,1730,144.501,-66.49977,0.0
1731,1731,145.49805,-66.49977,0.44683528950891627
1732,1732,146.50056,-66.49977,0.5845752878285589
1733,1733,147.4976,-66.49977,0.7340710909501679
1734,1734,148.50012,-66.49977,0.7425907172815995
1735,1735,149.50264,-66.49977,0.484682134736746
1736,1736,150.49968,-66.49977,0.19796232906098896
1737,1737,151.5022,-66.49977,0.0
1738,1738,152.49924,-66.49977,0.0
1739,1739,153.50175,-66.49977,0.0
1740,1740,154.4988,-66.49977,0.0
1741,1741,155.50131,-66.49977,0.0
1742,1742,156.49835,-66.49977,0.0
1743,1743,157.50087,-66.49977,0.0
1744,1744,158.49791,-66.49977,0.0
1745,1745,159.50043,-66.49977,0.0
1746,1746,160.49747,-66.49977,0.0
1747,1747,161.49998,-66.49977,0.0
1748,1748,162.5025,-66.49977,0.0
1749,1749,163.49954,-66.49977,0.0
1750,1750,164.50206,-66.49977,0.0
1751,1751,165.4991,-66.49977,0.0
1752,1752,166.50162,-66.49977,0.0
1753,1753,167.49866,-66.49977,0.0
1754,1754,168.50117,-66.49977,0.0
1755,1755,169.49821,-66.49977,0.0
1756,1756,170.50073,-66.49977,0.0
1757,1757,171.49777,-66.49977,0.0
1758,1758,172.50029,-66.49977,0.3086964076784073
1759,1759,173.49733,-66.49977,0.0
1760,1760,174.49985,-66.49977,0.7668098759684648
1761,1761,175.50237,-66.49977,1.2667937307428767
1762,1762,176.4994,-66.49977,1.4115108907162672
1763,1763,177.50192,-66.49977,1.434160829132956
1764,1764,178.49896,-66.49977,1.446326477846703
1765,1765,179.50148,-66.49977,1.454253754435201
1766,1766,180.49852,-66.49977,1.4133926257676064
1767,1767,181.50104,-66.49977,1.3867022316266662
1768,1768,182.49808,-66.49977,1.3527670053447924
1769,1769,183.5006,-66.49977,1.3564579869847035
1770,1770,184.49763,-66.49977,1.3256360166478602
1771,1771,185.50015,-66.49977,1.2566614746891354
1772,1772,186.50267,-66.49977,1.3264482804141204
1773,1773,187.49971,-66.49977,1.3803420767704722
1774,1774,188.50223,-66.49977,1.4389430720062726
1775,1775,189.49927,-66.49977,1.4806512519878763
1776,1776,190.50179,-66.49977,1.5321416678366258
1777,1777,191.49883,-66.49977,1.5838190622151158
1778,1778,192.50134,-66.49977,1.6117106487564161
1779,1779,193.49838,-66.49977,1.6430822151214088
1780,1780,194.5009,-66.49977,1.6611213144970656
1781,1781,195.49794,-66.49977,1.6683516830170335
1782,1782,196.50046,-66.49977,1.6579090255042979
1783,1783,197.4975,-66.49977,1.633899790881205
1784,1784,198.50002,-66.49977,1.6594158786727085
1785,1785,199.50253,-66.49977,1.660090626870739
1786,1786,200.49957,-66.49977,1.7205896978612734
1787,1787,201.50209,-66.49977,1.7591336063596088
1788,1788,202.49913,-66.49977,1.7596195038357634
1789,1789,203.50165,-66.49977,1.7700923220207572
1790,1790,204.49869,-66.49977,1.783809760864912
1791,1791,205.5012,-66.49977,1.7524862392159604
1792,1792,206.49825,-66.49977,1.6630575357787767
1793,1793,207.50076,-66.49977,1.5678744051931304
1794,1794,208.4978,-66.49977,1.5939218031632412
1795,1795,209.50032,-66.49977,1.60554490371796
1796,1796,210.49736,-66.49977,1.6215387398391516
1797,1797,211.49988,-66.49977,1.650426356171835
1798,1798,212.5024,-66.49977,1.6482264743965473
1799,1799,213.49944,-66.49977,1.6716606103278273
1800,1800,214.50195,-66.49977,1.7016247964867033
1801,1801,215.499,-66.49977,1.7397012666536869
1802,1802,216.50151,-66.49977,1.7603814316356619
1803,1803,217.49855,-66.49977,1.785582900654608
1804,1804,218.50107,-66.49977,1.8584127927667897
1805,1805,219.49811,-66.49977,1.8943335092176543
1806,1806,220.50063,-66.49977,1.965984195300851
1807,1807,221.49767,-66.49977,1.8318162838106193
1808,1808,222.50018,-66.49977,0.9538581324216562
1809,1809,223.5027,-66.49977,1.3538410972215709
1810,1810,224.49974,-66.49977,1.454976794956983
1811,1811,225.50226,-66.49977,1.555999353644288
1812,1812,226.4993,-66.49977,1.6946630025512084
1813,1813,227.50182,-66.49977,1.779546845093351
1814,1814,228.49886,-66.49977,1.8473068801839785
1815,1815,229.50137,-66.49977,1.8584619107277711
1816,1816,230.49841,-66.49977,1.8888748625939047
1817,1817,231.50093,-66.49977,1.8582988024217686
1818,1818,232.49797,-66.49977,1.8616467599059892
1819,1819,233.50049,-66.49977,1.8621056894820853
1820,1820,234.49753,-66.49977,1.8065293713160475
1821,1821,235.50005,-66.49977,1.7200365259181118
1822,1822,236.50256,-66.49977,1.563275285118966
1823,1823,237.4996,-66.49977,1.3882933827971715
1824,1824,238.50212,-66.49977,1.238595526544449
1825,1825,239.49916,-66.49977,1.042680151762252
1826,1826,240.50168,-66.49977,0.9337092173404311
1827,1827,241.49872,-66.49977,0.8266350529759625
1828,1828,242.50124,-66.49977,0.8593781105085837
1829,1829,243.49828,-66.49977,0.886314712401579
1830,1830,244.5008,-66.49977,0.9111911519828947
1831,1831,245.49783,-66.49977,0.9145001141949077
1832,1832,246.50035,-66.49977,1.0103811336095283
1833,1833,247.49739,-66.49977,1.0499899146717735
1834,1834,248.49991,-66.49977,1.1090842775104244
1835,1835,249.50243,-66.49977,1.1810266170565242
1836,1836,250.49947,-66.49977,1.1806014025093996
1837,1837,251.50198,-66.49977,1.1548388546909756
1838,1838,252.49902,-66.49977,1.2503032966095664
1839,1839,253.50154,-66.49977,1.2816334889832004
1840,1840,254.49858,-66.49977,1.2747175897968637
1841,1841,255.5011,-66.49977,1.3383099929373428
1842,1842,256.49814,-66.49977,1.382504856263613
1843,1843,257.50067,-66.49977,1.435652565107477
1844,1844,258.49768,-66.49977,1.5206780515780076
1845,1845,259.5002,-66.49977,1.5746159066049004
1846,1846,260.50275,-66.49977,1.6680451686351365
1847,1847,261.49976,-66.49977,1.7474055884324113
1848,1848,262.5023,-66.49977,1.811102177384968
1849,1849,263.49933,-66.49977,1.8628959375070753
1850,1850,264.50183,-66.49977,1.8768058836752979
1851,1851,265.4989,-66.49977,1.9030155882559254
1852,1852,266.5014,-66.49977,1.9130050202802962
1853,1853,267.49844,-66.49977,1.9385205660116231
1854,1854,268.50098,-66.49977,1.9985782051698269
1855,1855,269.498,-66.49977,2.003085836497324
1856,1856,270.50052,-66.49977,1.9931609573482227
1857,1857,271.49756,-66.49977,1.9560385931221382
1858,1858,272.50006,-66.49977,1.9339300672114568
1859,1859,273.5026,-66.49977,1.917514297230809
1860,1860,274.49963,-66.49977,1.9162260640226938
1861,1861,275.50214,-66.49977,1.9534035697722967
1862,1862,276.4992,-66.49977,1.894267487416775
1863,1863,277.5017,-66.49977,1.9231761876905196
1864,1864,278.49875,-66.49977,1.9071944679398818
1865,1865,279.50128,-66.49977,1.9312992074282418
1866,1866,280.4983,-66.49977,1.9274754220117887
1867,1867,281.50082,-66.49977,1.905576147985843
1868,1868,282.49786,-66.49977,1.8942844237717578
1869,1869,283.50037,-66.49977,1.9885249539187067
1870,1870,284.49744,-66.49977,1.9687185968190402
1871,1871,285.49994,-66.49977,1.9590003235495732
1872,1872,286.50244,-66.49977,1.9586922259538684
1873,1873,287.4995,-66.49977,2.011287504982604
1874,1874,288.502,-66.49977,2.1204690853763006
1875,1875,289.49905,-66.49977,2.155719383766206
1876,1876,290.5016,-66.49977,2.2154781302465545
1877,1877,291.4986,-66.49977,2.3246789969096935
1878,1878,292.50113,-66.49977,2.394056695406073
1879,1879,293.49817,-66.49977,2.090901472023234
1880,1880,300.49936,-66.49977,0.0
1881,1881,301.5019,-66.49977,0.0
1882,1882,302.4989,-66.49977,0.0
1883,1883,303.50143,-66.49977,0.0
1884,1884,304.49847,-66.49977,0.0
1885,1885,305.50098,-66.49977,0.0
1886,1886,306.49805,-66.49977,0.0
1887,1887,307.50055,-66.49977,0.0
1888,1888,308.4976,-66.49977,0.0
1889,1889,309.50012,-66.49977,0.0
1890,1890,310.50262,-66.49977,0.0
1891,1891,311.49966,-66.49977,0.0
1892,1892,312.5022,-66.49977,0.0
1893,1893,313.4992,-66.49977,0.0
1894,1894,314.50174,-66.49977,0.0
1895,1895,315.49878,-66.49977,0.0
1896,1896,316.50128,-66.49977,0.0
1897,1897,317.49835,-66.49977,0.0
1898,1898,318.50085,-66.49977,0.0
1899,1899,319.4979,-66.49977,0.0
1900,1900,320.50043,-66.49977,0.0
1901,1901,321.49744,-66.49977,0.0
1902,1902,322.49997,-66.49977,0.0
1903,1903,323.5025,-66.49977,0.0
1904,1904,324.4995,-66.49977,0.0
1905,1905,325.50204,-66.49977,0.0
1906,1906,326.49908,-66.49977,0.0
1907,1907,327.5016,-66.49977,0.0
1908,1908,328.49866,-66.49977,0.0
1909,1909,329.50116,-66.49977,0.0
1910,1910,330.4982,-66.49977,0.0
1911,1911,331.50073,-66.49977,0.0
1912,1912,332.49774,-66.49977,0.0
1913,1913,333.50027,-66.49977,0.0
1914,1914,334.4973,-66.49977,0.0
1915,1915,335.49982,-66.49977,0.0
1916,1916,336.50235,-66.49977,0.0
1917,1917,337.4994,-66.49977,0.0
1918,1918,338.5019,-66.49977,0.0
1919,1919,339.49896,-66.49977,0.0
1920,1920,340.50146,-66.49977,0.0
1921,1921,341.4985,-66.49977,0.0
1922,1922,342.50104,-66.49977,0.0
1923,1923,343.49805,-66.49977,0.0
1924,1924,344.50058,-66.49977,0.0
1925,1925,345.49762,-66.49977,0.0
1926,1926,346.50012,-66.49977,0.0
1927,1927,347.50266,-66.49977,0.0
1928,1928,348.4997,-66.49977,0.0
1929,1929,349.5022,-66.49977,0.0
1930,1930,350.49927,-66.49977,0.0
1931,1931,351.50177,-66.49977,0.0
1932,1932,352.4988,-66.49977,0.0
1933,1933,353.50134,-66.49977,0.0
1934,1934,354.49835,-66.49977,0.0
1935,1935,355.5009,-66.49977,0.0
1936,1936,356.49792,-66.49977,0.0
1937,1937,357.50043,-66.49977,0.0
1938,1938,358.4975,-66.49977,0.11606570170269162
1939,1939,359.5,-66.49977,0.5177195907868689
1940,1940,0.5,-65.499954,0.6238872838101968
1941,1941,1.5025177,-65.499954,0.6934138441568994
1942,1942,2.4995575,-65.499954,0.7266656906733636
1943,1943,3.5020752,-65.499954,0.7454384461166074
1944,1944,4.499115,-65.499954,0.7920347810121479
1945,1945,5.5016327,-65.499954,0.9152991948988699
1946,1946,6.4986725,-65.499954,0.9857462954274563
1947,1947,7.50119,-65.499954,1.0480129218644614
1948,1948,8.49823,-65.499954,1.1051829034534275
1949,1949,9.500748,-65.499954,1.2366194477697634
1950,1950,10.497787,-65.499954,1.3187779954559373
1951,1951,11.500305,-65.499954,1.3746498092328892
1952,1952,12.497345,-65.499954,1.5080752553162302
1953,1953,13.499863,-65.499954,1.6275366937356475
1954,1954,14.50238,-65.499954,1.8064012733098884
1955,1955,15.49942,-65.499954,1.9000540340587573
1956,1956,16.501938,-65.499954,1.9475796740709648
1957,1957,17.498978,-65.499954,2.0209663401094398
1958,1958,18.501495,-65.499954,2.0743505040637555
1959,1959,19.498535,-65.499954,2.1115481650158427
1960,1960,20.501053,-65.499954,2.2280923250072
1961,1961,21.498093,-65.499954,2.2638489859411304
1962,1962,22.50061,-65.499954,2.2737970260703277
1963,1963,23.49765,-65.499954,2.2823509337841044
1964,1964,24.500168,-65.499954,2.308513161220286
1965,1965,25.502686,-65.499954,2.2985184112794776
1966,1966,26.499725,-65.499954,2.2691624619124626
1967,1967,27.502243,-65.499954,2.2552147490595464
1968,1968,28.499283,-65.499954,2.239206855519597
1969,1969,29.5018,-65.499954,2.1983483529200147
1970,1970,30.49884,-65.499954,2.189563121390297
1971,1971,31.501358,-65.499954,2.1672772115395493
1972,1972,32.498398,-65.499954,2.1711112158534336
1973,1973,33.500916,-65.499954,2.1642270990940062
1974,1974,34.497955,-65.499954,2.154301089922686
1975,1975,35.500473,-65.499954,2.15698846199784
1976,1976,36.497513,-65.499954,2.179464868343896
1977,1977,37.50003,-65.499954,2.15325723072854
1978,1978,38.50255,-65.499954,2.171832724702166
1979,1979,39.499588,-65.499954,2.1949469541971225
1980,1980,40.502106,-65.499954,2.2160696784655896
1981,1981,41.499146,-65.499954,2.2135385857910097
1982,1982,42.501663,-65.499954,2.2051570438268535
1983,1983,43.498703,-65.499954,2.2170346208282328
